15
picturesimilarity
11/12/2018	12:20:27 PM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Response	Key	Response	Code	Time	Trial Answered
Main Group	15		ratings	Ratings, 1065	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1065	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1065	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	42279	
Main Group	15		ratings	Ratings, 641	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 641	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 641	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	28261	
Main Group	15		ratings	Ratings, 577	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 577	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 577	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	3009	
Main Group	15		ratings	Ratings, 769	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 769	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 769	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	42998	
Main Group	15		ratings	Ratings, 15	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 15	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 15	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	8809	
Main Group	15		ratings	Ratings, 1220	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1220	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1220	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	4799	
Main Group	15		ratings	Ratings, 706	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 706	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 706	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	2241	
Main Group	15		ratings	Ratings, 305	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 305	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 305	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2430	
Main Group	15		ratings	Ratings, 907	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 907	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 907	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2742	
Main Group	15		ratings	Ratings, 130	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 130	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 130	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2982	
Main Group	15		ratings	Ratings, 908	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 908	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 908	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2075	
Main Group	15		ratings	Ratings, 274	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 274	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 274	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3014	
Main Group	15		ratings	Ratings, 660	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 660	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 660	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1945	
Main Group	15		ratings	Ratings, 716	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 716	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 716	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1978	
Main Group	15		ratings	Ratings, 670	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 670	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 670	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4678	
Main Group	15		ratings	Ratings, 966	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 966	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 966	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1600	
Main Group	15		ratings	Ratings, 745	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 745	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 745	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2061	
Main Group	15		ratings	Ratings, 1097	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1097	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1097	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2164	
Main Group	15		ratings	Ratings, 982	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 982	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 982	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1634	
Main Group	15		ratings	Ratings, 83	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 83	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 83	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1957	
Main Group	15		ratings	Ratings, 649	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 649	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 649	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1830	
Main Group	15		ratings	Ratings, 732	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 732	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 732	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	4447	
Main Group	15		ratings	Ratings, 650	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 650	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 650	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1884	
Main Group	15		ratings	Ratings, 420	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 420	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 420	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	6586	
Main Group	15		ratings	Ratings, 596	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 596	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 596	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2653	
Main Group	15		ratings	Ratings, 230	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 230	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 230	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3114	
Main Group	15		ratings	Ratings, 502	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 502	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 502	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	16416	
Main Group	15		ratings	Ratings, 1034	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1034	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1034	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2205	
Main Group	15		ratings	Ratings, 1141	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1141	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1141	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2130	
Main Group	15		ratings	Ratings, 376	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 376	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 376	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1262	
Main Group	15		ratings	Ratings, 1101	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1101	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1101	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1302	
Main Group	15		ratings	Ratings, 1223	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1223	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1223	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1797	
Main Group	15		ratings	Ratings, 694	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 694	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 694	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1071	
Main Group	15		ratings	Ratings, 1105	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1105	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 1105	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1216	
Main Group	15		ratings	Ratings, 240	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 240	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 240	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	8633	
Main Group	15		ratings	Ratings, 207	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 207	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 207	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	11060	
Main Group	15		ratings	Ratings, 940	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 940	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 940	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	15239	
Main Group	15		ratings	Ratings, 892	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 892	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 892	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2513	
Main Group	15		ratings	Ratings, 967	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 967	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 967	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	981	
Main Group	15		ratings	Ratings, 600	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 600	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 600	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2281	
Main Group	15		ratings	Ratings, 353	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 353	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 353	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1127	
Main Group	15		ratings	Ratings, 43	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 43	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 43	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1279	
Main Group	15		ratings	Ratings, 33	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 33	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 33	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2939	
Main Group	15		ratings	Ratings, 549	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 549	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 549	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1503	
Main Group	15		ratings	Ratings, 613	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 613	Image 2 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 613	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	2552	
Main Group	15		ratings	Ratings, 997	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 997	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	15		ratings	Ratings, 997	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2129	
