34
picturesimilarity
11/14/2018	12:31:03 PM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Main Group	34		ratings	Ratings, 2131	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	6003	
Main Group	34		ratings	Ratings, 501	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 501	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 501	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2857	
Main Group	34		ratings	Ratings, 2028	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2028	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2028	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1649	
Main Group	34		ratings	Ratings, 1884	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1884	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1884	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1560	
Main Group	34		ratings	Ratings, 855	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 855	Image 2 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 855	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1427	
Main Group	34		ratings	Ratings, 2039	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2039	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2039	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1421	
Main Group	34		ratings	Ratings, 919	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 919	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 919	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	2112	
Main Group	34		ratings	Ratings, 2081	Image 1 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2081	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2081	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1894	
Main Group	34		ratings	Ratings, 557	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 557	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 557	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1048	
Main Group	34		ratings	Ratings, 1716	Image 1 (36, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1716	Image 2 (36, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1716	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1911	
Main Group	34		ratings	Ratings, 103	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 103	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 103	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1490	
Main Group	34		ratings	Ratings, 1933	Image 1 (41, fUTure_data.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1933	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1933	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1963	
Main Group	34		ratings	Ratings, 828	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 828	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 828	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1649	
Main Group	34		ratings	Ratings, 2059	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2059	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2059	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1352	
Main Group	34		ratings	Ratings, 13	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 13	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 13	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1652	
Main Group	34		ratings	Ratings, 1960	Image 1 (41, fUTure_data.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1960	Image 2 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1960	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1343	
Main Group	34		ratings	Ratings, 42	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 42	Image 2 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 42	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1051	
Main Group	34		ratings	Ratings, 2137	Image 1 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2137	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2137	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1426	
Main Group	34		ratings	Ratings, 734	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 734	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 734	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	3080	
Main Group	34		ratings	Ratings, 1085	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1085	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1085	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1349	
Main Group	34		ratings	Ratings, 1013	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1013	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1013	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1195	
Main Group	34		ratings	Ratings, 2041	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2041	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2041	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2177	
Main Group	34		ratings	Ratings, 843	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 843	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 843	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1651	
Main Group	34		ratings	Ratings, 262	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 262	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 262	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1743	
Main Group	34		ratings	Ratings, 963	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 963	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 963	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1538	
Main Group	34		ratings	Ratings, 1039	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1039	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1039	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1987	
Main Group	34		ratings	Ratings, 1375	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1375	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1375	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1137	
Main Group	34		ratings	Ratings, 1056	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1056	Image 2 (48, thuNdEr_PeLViC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1056	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	10050	
Main Group	34		ratings	Ratings, 1369	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1369	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1369	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1514	
Main Group	34		ratings	Ratings, 1059	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1059	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1059	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1392	
Main Group	34		ratings	Ratings, 1494	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1494	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1494	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1131	
Main Group	34		ratings	Ratings, 1317	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1317	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1317	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2385	
Main Group	34		ratings	Ratings, 747	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 747	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 747	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	882	
Main Group	34		ratings	Ratings, 1576	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1576	Image 2 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1576	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2201	
Main Group	34		ratings	Ratings, 1992	Image 1 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1992	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1992	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1512	
Main Group	34		ratings	Ratings, 2060	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2060	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2060	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2166	
Main Group	34		ratings	Ratings, 1904	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1904	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1904	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1200	
Main Group	34		ratings	Ratings, 1890	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1890	Image 2 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1890	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1653	
Main Group	34		ratings	Ratings, 156	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 156	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 156	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2154	
Main Group	34		ratings	Ratings, 1051	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1051	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1051	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3723	
Main Group	34		ratings	Ratings, 1634	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1634	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1634	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2144	
Main Group	34		ratings	Ratings, 1918	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1918	Image 2 (46, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1918	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1925	
Main Group	34		ratings	Ratings, 1886	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1886	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1886	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4487	
Main Group	34		ratings	Ratings, 921	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 921	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 921	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	5234	
Main Group	34		ratings	Ratings, 2003	Image 1 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2003	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2003	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2215	
Main Group	34		ratings	Ratings, 1874	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1874	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1874	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1231	
Main Group	34		ratings	Ratings, 1848	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1848	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1848	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1207	
Main Group	34		ratings	Ratings, 2286	Image 1 (48, thuNdEr_PeLViC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2286	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2286	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1668	
Main Group	34		ratings	Ratings, 1615	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1615	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1615	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2628	
Main Group	34		ratings	Ratings, 1407	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1407	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1407	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1336	
Main Group	34		ratings	Ratings, 1969	Image 1 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1969	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1969	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1212	
Main Group	34		ratings	Ratings, 1522	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1522	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1522	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1556	
Main Group	34		ratings	Ratings, 453	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 453	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 453	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1767	
Main Group	34		ratings	Ratings, 1258	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1258	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1258	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1359	
Main Group	34		ratings	Ratings, 541	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 541	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 541	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	4628	
Main Group	34		ratings	Ratings, 419	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 419	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 419	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1697	
Main Group	34		ratings	Ratings, 129	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 129	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 129	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1278	
Main Group	34		ratings	Ratings, 619	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 619	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 619	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1590	
Main Group	34		ratings	Ratings, 1669	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1669	Image 2 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1669	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4764	
Main Group	34		ratings	Ratings, 1542	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1542	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1542	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2638	
Main Group	34		ratings	Ratings, 946	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 946	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 946	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1332	
Main Group	34		ratings	Ratings, 1655	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1655	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1655	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	2127	
Main Group	34		ratings	Ratings, 1154	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1154	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1154	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1361	
Main Group	34		ratings	Ratings, 1990	Image 1 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1990	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1990	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	3613	
Main Group	34		ratings	Ratings, 1395	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1395	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1395	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1374	
Main Group	34		ratings	Ratings, 1880	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1880	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1880	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1567	
Main Group	34		ratings	Ratings, 885	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 885	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 885	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2043	
Main Group	34		ratings	Ratings, 1942	Image 1 (41, fUTure_data.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1942	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1942	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3768	
Main Group	34		ratings	Ratings, 1993	Image 1 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1993	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1993	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1233	
Main Group	34		ratings	Ratings, 2142	Image 1 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2142	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2142	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	782	
Main Group	34		ratings	Ratings, 1003	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1003	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1003	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	930	
Main Group	34		ratings	Ratings, 64	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 64	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 64	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1523	
Main Group	34		ratings	Ratings, 1629	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1629	Image 2 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1629	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	859	
Main Group	34		ratings	Ratings, 2205	Image 1 (46, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2205	Image 2 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2205	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1393	
Main Group	34		ratings	Ratings, 1666	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1666	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 1666	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1400	
Main Group	34		ratings	Ratings, 2220	Image 1 (47, TAMe_ClASSY.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2220	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2220	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1469	
Main Group	34		ratings	Ratings, 2176	Image 1 (46, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2176	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2176	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1289	
Main Group	34		ratings	Ratings, 550	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 550	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 550	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1830	
Main Group	34		ratings	Ratings, 2197	Image 1 (46, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2197	Image 2 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2197	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	811	
Main Group	34		ratings	Ratings, 2241	Image 1 (47, TAMe_ClASSY.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2241	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 2241	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	498	
Main Group	34		ratings	Ratings, 691	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	34		ratings	Ratings, 691	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
