25
picturesimilarity
11/13/2018	3:59:47 PM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Response	Key	Response	Code	Time	Trial Answered
Main Group	25		ratings	Ratings, 570	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 570	Image 2 (42, GlOsSy_cEAsELEss.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 570	rating scale	space	 	1; 2; 3; 4; 5; 6; 7	E	4573	
Main Group	25		ratings	Ratings, 570	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	SC	11527	
Main Group	25		ratings	Ratings, 1856	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1856	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1856	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	5626	
Main Group	25		ratings	Ratings, 1244	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1244	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1244	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	9099	
Main Group	25		ratings	Ratings, 1155	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1155	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1155	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3651	
Main Group	25		ratings	Ratings, 550	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 550	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 550	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3865	
Main Group	25		ratings	Ratings, 257	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 257	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 257	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2736	
Main Group	25		ratings	Ratings, 2127	Image 1 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 2127	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 2127	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2188	
Main Group	25		ratings	Ratings, 51	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 51	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 51	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	6016	
Main Group	25		ratings	Ratings, 2090	Image 1 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 2090	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 2090	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	8483	
Main Group	25		ratings	Ratings, 780	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 780	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 780	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2990	
Main Group	25		ratings	Ratings, 1724	Image 1 (36, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1724	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1724	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2707	
Main Group	25		ratings	Ratings, 1541	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1541	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 1541	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	3779	
Main Group	25		ratings	Ratings, 877	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 877	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 877	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	3951	
Main Group	25		ratings	Ratings, 659	Image 1 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 659	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 659	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2320	
Main Group	25		ratings	Ratings, 332	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 332	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 332	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2537	
Main Group	25		ratings	Ratings, 2268	Image 1 (48, thuNdEr_PeLViC.jpg)			(any response)	NR	0	
Main Group	25		ratings	Ratings, 2268	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
