26
picturesimilarity
11/13/2018	4:33:34 PM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Response	Key	Response	Code	Time	Trial Answered
Main Group	26		ratings	Ratings, 32	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 32	Image 2 (6, fUTure_data.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 32	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	9719	
Main Group	26		ratings	Ratings, 326	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 326	Image 2 (1, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 326	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	7785	
Main Group	26		ratings	Ratings, 149	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 149	Image 2 (6, fUTure_data.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 149	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	4622	
Main Group	26		ratings	Ratings, 145	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 145	Image 2 (2, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 145	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	4668	
Main Group	26		ratings	Ratings, 439	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 439	Image 2 (10, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 439	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3464	
Main Group	26		ratings	Ratings, 96	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 96	Image 2 (5, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 96	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3947	
Main Group	26		ratings	Ratings, 60	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 60	Image 2 (8, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 60	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1831	
Main Group	26		ratings	Ratings, 401	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 401	Image 2 (11, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 401	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	5229	
Main Group	26		ratings	Ratings, 378	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	26		ratings	Ratings, 378	Image 2 (1, bLAND_bLACk.jpg)			(any response)	NR	0	
