
picturesimilarity
11/6/2018	11:57:51 AM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Main Group		03	ratings	Ratings, 453	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 453	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	14318	
Main Group		03	ratings	Ratings, 19	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 19	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 19	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	3186	
Main Group		03	ratings	Ratings, 768	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 768	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 768	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4987	
Main Group		03	ratings	Ratings, 669	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 669	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 669	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1636	
Main Group		03	ratings	Ratings, 534	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 534	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 534	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3051	
Main Group		03	ratings	Ratings, 516	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 516	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 516	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1184	
Main Group		03	ratings	Ratings, 174	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 174	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 174	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1428	
Main Group		03	ratings	Ratings, 1155	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1155	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1155	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1638	
Main Group		03	ratings	Ratings, 789	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 789	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 789	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1501	
Main Group		03	ratings	Ratings, 366	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 366	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 366	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1477	
Main Group		03	ratings	Ratings, 59	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 59	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 59	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1319	
Main Group		03	ratings	Ratings, 614	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 614	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 614	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	5236	
Main Group		03	ratings	Ratings, 831	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 831	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 831	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1237	
Main Group		03	ratings	Ratings, 257	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 257	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 257	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2271	
Main Group		03	ratings	Ratings, 514	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 514	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 514	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1408	
Main Group		03	ratings	Ratings, 429	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 429	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 429	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1408	
Main Group		03	ratings	Ratings, 739	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 739	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 739	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1586	
Main Group		03	ratings	Ratings, 283	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 283	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 283	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1810	
Main Group		03	ratings	Ratings, 557	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 557	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 557	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1381	
Main Group		03	ratings	Ratings, 818	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 818	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 818	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1482	
Main Group		03	ratings	Ratings, 854	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 854	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 854	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1784	
Main Group		03	ratings	Ratings, 326	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 326	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 326	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2999	
Main Group		03	ratings	Ratings, 346	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 346	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 346	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1844	
Main Group		03	ratings	Ratings, 254	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 254	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 254	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1325	
Main Group		03	ratings	Ratings, 74	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 74	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 74	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1292	
Main Group		03	ratings	Ratings, 102	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 102	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 102	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1309	
Main Group		03	ratings	Ratings, 421	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 421	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 421	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1474	
Main Group		03	ratings	Ratings, 344	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 344	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 344	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1304	
Main Group		03	ratings	Ratings, 1041	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1041	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1041	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1750	
Main Group		03	ratings	Ratings, 597	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 597	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 597	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1946	
Main Group		03	ratings	Ratings, 55	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 55	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 55	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3787	
Main Group		03	ratings	Ratings, 748	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 748	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 748	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1338	
Main Group		03	ratings	Ratings, 734	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 734	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 734	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1032	
Main Group		03	ratings	Ratings, 814	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 814	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 814	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1445	
Main Group		03	ratings	Ratings, 428	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 428	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 428	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1736	
Main Group		03	ratings	Ratings, 853	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 853	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 853	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1326	
Main Group		03	ratings	Ratings, 101	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 101	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 101	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1171	
Main Group		03	ratings	Ratings, 338	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 338	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 338	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1845	
Main Group		03	ratings	Ratings, 771	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 771	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 771	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1772	
Main Group		03	ratings	Ratings, 844	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 844	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 844	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1200	
Main Group		03	ratings	Ratings, 541	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 541	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 541	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	2734	
Main Group		03	ratings	Ratings, 754	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 754	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 754	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1350	
Main Group		03	ratings	Ratings, 822	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 822	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 822	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	2096	
Main Group		03	ratings	Ratings, 210	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 210	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 210	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1515	
Main Group		03	ratings	Ratings, 235	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 235	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 235	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1180	
Main Group		03	ratings	Ratings, 146	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 146	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 146	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1412	
Main Group		03	ratings	Ratings, 356	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 356	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 356	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1746	
Main Group		03	ratings	Ratings, 820	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 820	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 820	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	2156	
Main Group		03	ratings	Ratings, 348	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 348	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 348	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3066	
Main Group		03	ratings	Ratings, 929	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 929	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 929	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1417	
Main Group		03	ratings	Ratings, 1025	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1025	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1025	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2396	
Main Group		03	ratings	Ratings, 1057	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1057	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1057	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1355	
Main Group		03	ratings	Ratings, 706	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 706	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 706	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4395	
Main Group		03	ratings	Ratings, 334	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 334	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 334	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1553	
Main Group		03	ratings	Ratings, 150	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 150	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 150	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2132	
Main Group		03	ratings	Ratings, 918	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 918	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 918	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	4465	
Main Group		03	ratings	Ratings, 749	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 749	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 749	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1966	
Main Group		03	ratings	Ratings, 14	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 14	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 14	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1555	
Main Group		03	ratings	Ratings, 1153	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1153	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 1153	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1763	
Main Group		03	ratings	Ratings, 605	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 605	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 605	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1236	
Main Group		03	ratings	Ratings, 137	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 137	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 137	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	15010	
Main Group		03	ratings	Ratings, 761	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 761	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 761	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1408	
Main Group		03	ratings	Ratings, 2	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 2	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		03	ratings	Ratings, 2	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2319	
Main Group		03	ratings	Ratings, 1176	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
