35
picturesimilarity
11/14/2018	1:27:04 PM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Main Group	35		ratings	Ratings, 1916	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1916	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1916	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3743	
Main Group	35		ratings	Ratings, 682	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 682	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 682	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1784	
Main Group	35		ratings	Ratings, 542	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 542	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 542	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1453	
Main Group	35		ratings	Ratings, 1360	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1360	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1360	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1765	
Main Group	35		ratings	Ratings, 2242	Image 1 (47, TAMe_ClASSY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2242	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2242	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1982	
Main Group	35		ratings	Ratings, 18	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 18	Image 2 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 18	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1579	
Main Group	35		ratings	Ratings, 1751	Image 1 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1751	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1751	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2281	
Main Group	35		ratings	Ratings, 2102	Image 1 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2102	Image 2 (38, Clay_EnDlesS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2102	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1119	
Main Group	35		ratings	Ratings, 1011	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1011	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1011	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	841	
Main Group	35		ratings	Ratings, 746	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 746	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 746	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1433	
Main Group	35		ratings	Ratings, 1162	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1162	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1162	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1009	
Main Group	35		ratings	Ratings, 270	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 270	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 270	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1368	
Main Group	35		ratings	Ratings, 103	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 103	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 103	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1681	
Main Group	35		ratings	Ratings, 603	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 603	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 603	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2265	
Main Group	35		ratings	Ratings, 1863	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1863	Image 2 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1863	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	3561	
Main Group	35		ratings	Ratings, 1473	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1473	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1473	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2621	
Main Group	35		ratings	Ratings, 26	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 26	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 26	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1075	
Main Group	35		ratings	Ratings, 1790	Image 1 (38, Clay_EnDlesS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1790	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1790	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	709	
Main Group	35		ratings	Ratings, 1049	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1049	Image 2 (41, fUTure_data.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1049	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1106	
Main Group	35		ratings	Ratings, 851	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 851	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 851	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1998	
Main Group	35		ratings	Ratings, 2182	Image 1 (46, rOSe_ENdUrabLE.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2182	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2182	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	975	
Main Group	35		ratings	Ratings, 1138	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1138	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1138	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	971	
Main Group	35		ratings	Ratings, 503	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 503	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 503	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	913	
Main Group	35		ratings	Ratings, 535	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 535	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 535	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	957	
Main Group	35		ratings	Ratings, 199	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 199	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 199	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1144	
Main Group	35		ratings	Ratings, 1861	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1861	Image 2 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1861	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1016	
Main Group	35		ratings	Ratings, 314	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 314	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 314	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1188	
Main Group	35		ratings	Ratings, 391	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 391	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 391	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1644	
Main Group	35		ratings	Ratings, 121	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 121	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 121	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1001	
Main Group	35		ratings	Ratings, 269	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 269	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 269	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	947	
Main Group	35		ratings	Ratings, 1840	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1840	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1840	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1419	
Main Group	35		ratings	Ratings, 824	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 824	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 824	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	767	
Main Group	35		ratings	Ratings, 1141	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1141	Image 2 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1141	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	860	
Main Group	35		ratings	Ratings, 833	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 833	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 833	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1644	
Main Group	35		ratings	Ratings, 655	Image 1 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 655	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 655	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	775	
Main Group	35		ratings	Ratings, 936	Image 1 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 936	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 936	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1278	
Main Group	35		ratings	Ratings, 1260	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1260	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1260	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1856	
Main Group	35		ratings	Ratings, 789	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 789	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 789	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1098	
Main Group	35		ratings	Ratings, 1305	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1305	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1305	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1790	
Main Group	35		ratings	Ratings, 730	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 730	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 730	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	878	
Main Group	35		ratings	Ratings, 1511	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1511	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1511	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	922	
Main Group	35		ratings	Ratings, 1826	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1826	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1826	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1925	
Main Group	35		ratings	Ratings, 1792	Image 1 (38, Clay_EnDlesS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1792	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1792	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1095	
Main Group	35		ratings	Ratings, 249	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 249	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 249	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1462	
Main Group	35		ratings	Ratings, 1800	Image 1 (38, Clay_EnDlesS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1800	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1800	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2155	
Main Group	35		ratings	Ratings, 819	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 819	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 819	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1469	
Main Group	35		ratings	Ratings, 2045	Image 1 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2045	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2045	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	895	
Main Group	35		ratings	Ratings, 11	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 11	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 11	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	947	
Main Group	35		ratings	Ratings, 1436	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1436	Image 2 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1436	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3095	
Main Group	35		ratings	Ratings, 637	Image 1 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 637	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 637	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	969	
Main Group	35		ratings	Ratings, 1646	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1646	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1646	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	877	
Main Group	35		ratings	Ratings, 1277	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1277	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1277	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1372	
Main Group	35		ratings	Ratings, 1022	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1022	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1022	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	992	
Main Group	35		ratings	Ratings, 491	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 491	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 491	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1489	
Main Group	35		ratings	Ratings, 460	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 460	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 460	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1407	
Main Group	35		ratings	Ratings, 1279	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1279	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1279	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	953	
Main Group	35		ratings	Ratings, 1835	Image 1 (39, EaST_faMily.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1835	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1835	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1822	
Main Group	35		ratings	Ratings, 194	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 194	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 194	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1015	
Main Group	35		ratings	Ratings, 2074	Image 1 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2074	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2074	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1235	
Main Group	35		ratings	Ratings, 283	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 283	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 283	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	934	
Main Group	35		ratings	Ratings, 45	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 45	Image 2 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 45	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1025	
Main Group	35		ratings	Ratings, 573	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 573	Image 2 (45, REqUEst_ReCoGNise.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 573	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	895	
Main Group	35		ratings	Ratings, 815	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 815	Image 2 (47, TAMe_ClASSY.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 815	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1084	
Main Group	35		ratings	Ratings, 733	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 733	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 733	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1149	
Main Group	35		ratings	Ratings, 278	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 278	Image 2 (38, Clay_EnDlesS.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 278	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	965	
Main Group	35		ratings	Ratings, 1036	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1036	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1036	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3227	
Main Group	35		ratings	Ratings, 2100	Image 1 (44, PoiSOnouS_aBsUrdLy.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2100	Image 2 (36, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2100	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1133	
Main Group	35		ratings	Ratings, 2267	Image 1 (48, thuNdEr_PeLViC.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2267	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 2267	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	967	
Main Group	35		ratings	Ratings, 1147	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1147	Image 2 (43, PAinstAkINg_Thought.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1147	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	840	
Main Group	35		ratings	Ratings, 1557	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1557	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1557	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2185	
Main Group	35		ratings	Ratings, 1689	Image 1 (36, bLAND_bLACk.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1689	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1689	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	808	
Main Group	35		ratings	Ratings, 507	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 507	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 507	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2869	
Main Group	35		ratings	Ratings, 1030	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1030	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1030	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	1461	
Main Group	35		ratings	Ratings, 360	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 360	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 360	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1655	
Main Group	35		ratings	Ratings, 1181	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1181	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1181	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	713	
Main Group	35		ratings	Ratings, 1449	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1449	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1449	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	862	
Main Group	35		ratings	Ratings, 1875	Image 1 (40, fireCRaCker_bRIDgE.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1875	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1875	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	801	
Main Group	35		ratings	Ratings, 837	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 837	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 837	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	912	
Main Group	35		ratings	Ratings, 1253	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1253	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1253	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1097	
Main Group	35		ratings	Ratings, 1753	Image 1 (37, bOunDaRY_sTRanGer.jpg)			(any response)	NR	0	
Main Group	35		ratings	Ratings, 1753	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
