ctrl,block,picture_name,x1,t1,t2,m1
0,6,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,6,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,6,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,6,tape_drop,-1.736708446789136,-1,1,0
0,6,sense_scandalous,-2.1452518147366426,-1,1,0
0,6,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,6,beach_fur,0.272481400011892,1,-1,0
0,6,technology_burst,2.646767383633703,1,-1,0
0,6,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,6,soap_marble,-2.8071126902188794,1,-1,0
0,6,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,6,nEed_mUg,-2.819304092418769,1,-1,0
0,6,sausage_selection,5.82078708420157,1,-1,0
0,6,wIld_ChEss,-4.1393577757560065,1,-1,0
0,6,EaST_faMily,1.995105850184067,1,-1,0
0,6,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,7,nEed_mUg,-2.819304092418769,1,-1,0
0,7,beach_fur,0.272481400011892,1,-1,0
0,7,tape_drop,-1.736708446789136,-1,1,0
0,7,soap_marble,-2.8071126902188794,1,-1,0
0,7,EaST_faMily,1.995105850184067,1,-1,0
0,7,serve_battlefield,-1.597851719179132,-1,1,0
0,7,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,7,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,7,technology_burst,2.646767383633703,1,-1,0
0,7,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,7,sense_scandalous,-2.1452518147366426,-1,1,0
0,7,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,7,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,7,wIld_ChEss,-4.1393577757560065,1,-1,0
0,7,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,7,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,7,sausage_selection,5.82078708420157,1,-1,0
0,7,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,8,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,8,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,8,beach_fur,0.272481400011892,1,-1,0
0,8,EaST_faMily,1.995105850184067,1,-1,0
0,8,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,8,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,8,technology_burst,2.646767383633703,1,-1,0
0,8,sense_scandalous,-2.1452518147366426,-1,1,0
0,8,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,8,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,8,serve_battlefield,-1.597851719179132,-1,1,0
0,8,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,8,nEed_mUg,-2.819304092418769,1,-1,0
0,8,sausage_selection,5.82078708420157,1,-1,0
0,8,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,8,soap_marble,-2.8071126902188794,1,-1,0
0,8,wIld_ChEss,-4.1393577757560065,1,-1,0
0,8,tape_drop,-1.736708446789136,-1,1,0
0,9,sense_scandalous,-2.1452518147366426,-1,1,0
0,9,tape_drop,-1.736708446789136,-1,1,0
0,9,technology_burst,2.646767383633703,1,-1,0
0,9,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,9,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,9,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,9,EaST_faMily,1.995105850184067,1,-1,0
0,9,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,9,serve_battlefield,-1.597851719179132,-1,1,0
0,9,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,9,beach_fur,0.272481400011892,1,-1,0
0,9,sausage_selection,5.82078708420157,1,-1,0
0,9,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,9,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,9,soap_marble,-2.8071126902188794,1,-1,0
0,9,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,9,wIld_ChEss,-4.1393577757560065,1,-1,0
0,9,nEed_mUg,-2.819304092418769,1,-1,0
0,10,tape_drop,-1.736708446789136,-1,1,0
0,10,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,10,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,10,technology_burst,2.646767383633703,1,-1,0
0,10,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,10,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,10,soap_marble,-2.8071126902188794,1,-1,0
0,10,serve_battlefield,-1.597851719179132,-1,1,0
0,10,wIld_ChEss,-4.1393577757560065,1,-1,0
0,10,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,10,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,10,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,10,sense_scandalous,-2.1452518147366426,-1,1,0
0,10,beach_fur,0.272481400011892,1,-1,0
0,10,nEed_mUg,-2.819304092418769,1,-1,0
0,10,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,10,sausage_selection,5.82078708420157,1,-1,0
0,10,EaST_faMily,1.995105850184067,1,-1,0
0,11,sausage_selection,5.82078708420157,1,-1,0
0,11,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,11,tape_drop,-1.736708446789136,-1,1,0
0,11,sense_scandalous,-2.1452518147366426,-1,1,0
0,11,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,11,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,11,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,11,beach_fur,0.272481400011892,1,-1,0
0,11,EaST_faMily,1.995105850184067,1,-1,0
0,11,soap_marble,-2.8071126902188794,1,-1,0
0,11,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,11,nEed_mUg,-2.819304092418769,1,-1,0
0,11,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,11,wIld_ChEss,-4.1393577757560065,1,-1,0
0,11,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,11,technology_burst,2.646767383633703,1,-1,0
0,11,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,11,serve_battlefield,-1.597851719179132,-1,1,0
0,12,nEed_mUg,-2.819304092418769,1,-1,0
0,12,serve_battlefield,-1.597851719179132,-1,1,0
0,12,sausage_selection,5.82078708420157,1,-1,0
0,12,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,12,fireCRaCker_bRIDgE,0.21956557414137381,-1,1,0
0,12,EaST_faMily,1.995105850184067,1,-1,0
0,12,soap_marble,-2.8071126902188794,1,-1,0
0,12,NIce_bOUnCY,0.7828446779575062,1,-1,0
0,12,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,12,TAMe_ClASSY,1.9760335683243049,-1,1,0
0,12,Clay_EnDlesS,-2.5567007333187926,-1,1,0
0,12,PoiSOnouS_aBsUrdLy,-2.3713080854873465,1,-1,0
0,12,tape_drop,-1.736708446789136,-1,1,0
0,12,technology_burst,2.646767383633703,1,-1,0
0,12,wIld_ChEss,-4.1393577757560065,1,-1,0
0,12,beach_fur,0.272481400011892,1,-1,0
0,12,nose_mArrvELouS,0.025296988568845685,-1,1,0
0,12,sense_scandalous,-2.1452518147366426,-1,1,0
2,14,Clay_EnDlesS,-2.5567007333187926,0,0,0
2,14,EaST_faMily,1.995105850184067,0,0,0
2,14,GiraFFe_nEck,1.2469411359400735,0,0,0
2,14,GlOsSy_cEAsELEss,-2.092141298800868,0,0,0
2,14,NIce_bOUnCY,0.7828446779575062,0,0,0
2,14,PAinstAkINg_Thought,-0.15434636746623337,0,0,0
2,14,PoiSOnouS_aBsUrdLy,-2.3713080854873465,0,0,0
2,14,QueUe_dApPer,0.6288818382488954,0,0,0
2,14,REqUEst_ReCoGNise,-0.41085173404063613,0,0,0
2,14,StrrAngEr_Dress,-1.9378703547613325,0,0,0
2,14,TAMe_ClASSY,1.9760335683243049,0,0,0
2,14,TRANSpoRt_orgANIC,5.352270435471689,0,0,0
2,14,abject_urge,-2.1879411787463194,0,0,0
2,14,afford_gutter,2.691381996844477,0,0,0
2,14,bLAND_bLACk,-1.5830918890979446,0,0,0
2,14,bOunDaRY_sTRanGer,0.6890692077578117,0,0,0
2,14,beach_fur,0.272481400011892,0,0,0
2,14,boundary_head,-2.02102532795297,0,0,0
2,14,cEmetErry_plAin,4.73014314751304,0,0,0
2,14,crowd_eat,3.464425780622782,0,0,0
2,14,destruction_conscience,-0.9396774713516994,0,0,0
2,14,fUTure_data,2.8771627366716817,0,0,0
2,14,feature_dog,-0.7897691916334084,0,0,0
2,14,fireCRaCker_bRIDgE,0.21956557414137381,0,0,0
2,14,friend_Koran,1.459627760316339,0,0,0
2,14,hard-to-find_brush,-2.243736958482643,0,0,0
2,14,lily_inappropriate,5.415760636667965,0,0,0
2,14,nEed_mUg,-2.819304092418769,0,0,0
2,14,nose_mArrvELouS,0.025296988568845685,0,0,0
2,14,prr0teSt_intEnd,2.3404956186598422,0,0,0
2,14,publicity_commemorate,-4.152481848522814,0,0,0
2,14,rOSe_ENdUrabLE,2.949618776897133,0,0,0
2,14,requirement_circle,-2.730853628488419,0,0,0
2,14,riddle_grape,-2.161137977199943,0,0,0
2,14,sausage_selection,5.82078708420157,0,0,0
2,14,sense_scandalous,-2.1452518147366426,0,0,0
2,14,serve_battlefield,-1.597851719179132,0,0,0
2,14,shareholder_air,-1.8742099669195305,0,0,0
2,14,simplistic_renew,-1.8314172961030784,0,0,0
2,14,soap_marble,-2.8071126902188794,0,0,0
2,14,source_low,-1.648457654425662,0,0,0
2,14,structure_mention,1.640413028021804,0,0,0
2,14,tape_drop,-1.736708446789136,0,0,0
2,14,technology_burst,2.646767383633703,0,0,0
2,14,technology_circle,-1.4490386339445913,0,0,0
2,14,thuNdEr_PeLViC,-3.7858934693774375,0,0,0
2,14,trait_basket,4.942462978563439,0,0,0
2,14,wIld_ChEss,-4.1393577757560065,0,0,0
