ctrl,block,picture_name,x1,x2,x3,x4,x5,t1,t2,m1,m2,m3,m4,m5
1,1,beach_fur,0.2724814000118901,-0.6791003912959886,3.821021329272511,-1.5851728996263974,0.21197871743205424,1,-1,0,0,0,0,0
0,1,technology_burst,2.646767383633706,1.8244075497573038,3.001716660583862,2.070972304915211,-3.1789573029237514,1,-1,0,0,0,0,0
0,1,PoiSOnouS_aBsUrdLy,-2.3713080854873443,2.419507368233331,-2.602060207801803,-0.060934661213369455,0.9723556429830144,1,-1,0,0,0,0,0
0,1,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,-1.6300907723247842,1,-1,0,0,0,0,0
0,1,EaST_faMily,1.9951058501840755,5.181904023566932,0.6738811121986833,0.481369006218173,-0.8673989752988265,1,-1,0,0,0,0,0
0,1,sausage_selection,5.820787084201564,-4.136804810828353,-0.043197731023659154,0.30516338244507923,0.4382496706193171,1,-1,0,0,0,0,0
0,1,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,0.9195552444552412,1,-1,0,0,0,0,0
0,1,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,0.44202811746378357,1,-1,0,0,0,0,0
0,1,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,1.985782306351919,1,-1,0,0,0,0,0
0,1,fireCRaCker_bRIDgE,0.21956557414137876,3.0517483003435566,-0.6235761315070131,1.2044578190965451,2.232048733637359,-1,1,0,0,0,0,0
0,1,nose_mArrvELouS,0.025296988568839416,-2.252334868574457,4.4914707411630985,-0.8979430140466168,2.638737558978532,-1,1,0,0,0,0,0
0,1,TAMe_ClASSY,1.976033568324301,-3.621532254145691,1.3148334861234556,-3.26514473039267,-0.2203719006684618,-1,1,0,0,0,0,0
0,1,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1.040821588789485,-1,1,0,0,0,0,0
0,1,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,0.6902190978540148,-1,1,0,0,0,0,0
0,1,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,1.9039816186177592,-1,1,0,0,0,0,0
0,1,serve_battlefield,-1.5978517191791315,-0.10553317170453562,1.7098715048083128,-2.0619989267041565,-1.45435688081991,-1,1,0,0,0,0,0
0,1,tape_drop,-1.7367084467891383,-0.9793096551164336,-2.261845667504111,2.9287540512999337,0.6302254074502803,-1,1,0,0,0,0,0
0,1,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1.0494131094902668,-1,1,0,0,0,0,0
0,2,technology_burst,2.646767383633706,1.8244075497573038,3.001716660583862,2.070972304915211,-3.1789573029237514,1,-1,0,0,0,0,0
0,2,beach_fur,0.2724814000118901,-0.6791003912959886,3.821021329272511,-1.5851728996263974,0.21197871743205424,1,-1,0,0,0,0,0
0,2,serve_battlefield,-1.5978517191791315,-0.10553317170453562,1.7098715048083128,-2.0619989267041565,-1.45435688081991,-1,1,0,0,0,0,0
0,2,TAMe_ClASSY,1.976033568324301,-3.621532254145691,1.3148334861234556,-3.26514473039267,-0.2203719006684618,-1,1,0,0,0,0,0
0,2,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1.0494131094902668,-1,1,0,0,0,0,0
0,2,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,1.9039816186177592,-1,1,0,0,0,0,0
0,2,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,0.6902190978540148,-1,1,0,0,0,0,0
0,2,fireCRaCker_bRIDgE,0.21956557414137876,3.0517483003435566,-0.6235761315070131,1.2044578190965451,2.232048733637359,-1,1,0,0,0,0,0
0,2,PoiSOnouS_aBsUrdLy,-2.3713080854873443,2.419507368233331,-2.602060207801803,-0.060934661213369455,0.9723556429830144,1,-1,0,0,0,0,0
0,2,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1.040821588789485,-1,1,0,0,0,0,0
0,2,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,0.9195552444552412,1,-1,0,0,0,0,0
0,2,tape_drop,-1.7367084467891383,-0.9793096551164336,-2.261845667504111,2.9287540512999337,0.6302254074502803,-1,1,0,0,0,0,0
0,2,sausage_selection,5.820787084201564,-4.136804810828353,-0.043197731023659154,0.30516338244507923,0.4382496706193171,1,-1,0,0,0,0,0
0,2,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,1.985782306351919,1,-1,0,0,0,0,0
0,2,EaST_faMily,1.9951058501840755,5.181904023566932,0.6738811121986833,0.481369006218173,-0.8673989752988265,1,-1,0,0,0,0,0
0,2,nose_mArrvELouS,0.025296988568839416,-2.252334868574457,4.4914707411630985,-0.8979430140466168,2.638737558978532,-1,1,0,0,0,0,0
0,2,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,0.44202811746378357,1,-1,0,0,0,0,0
0,2,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,-1.6300907723247842,1,-1,0,0,0,0,0
0,3,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,1.1665479094512274,-0.9631267932539873,1.985782306351919,1,-1,0,0,0,0,0
0,3,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,-1.539436158792307,-1.1193435240879241,-1.6300907723247842,1,-1,0,0,0,0,0
0,3,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-0.7759368749766459,3.3490742858097136,0.9195552444552412,1,-1,0,0,0,0,0
0,3,soap_marble,-2.807112690218886,-2.6638284063898805,2.318138126188662,1.5345464197806558,0.44202811746378357,1,-1,0,0,0,0,0
0,3,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1.3318543275160661,-0.8928581809573074,1.040821588789485,-1,1,0,0,0,0,0
0,3,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-0.48044065317895585,2.1645973796985896,1.9039816186177592,-1,1,0,0,0,0,0
0,3,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,-0.698196333087968,-1.8228796380538048,1.0494131094902668,-1,1,0,0,0,0,0
0,3,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,2.5425888408787993,4.218134231321718,0.6902190978540148,-1,1,0,0,0,0,0
0,3,PoiSOnouS_aBsUrdLy,-2.3713080854873443,2.419507368233331,-2.602060207801803,-0.060934661213369455,0.9723556429830144,1,-1,0,0,0,0,0
0,3,serve_battlefield,-1.5978517191791315,-0.10553317170453562,1.7098715048083128,-2.0619989267041565,-1.45435688081991,-1,1,0,0,0,0,0
0,3,fireCRaCker_bRIDgE,0.21956557414137876,3.0517483003435566,-0.6235761315070131,1.2044578190965451,2.232048733637359,-1,1,0,0,0,0,0
